raw_message_id,message_type,parse_status,resolved_trader_id,source_chat_id,telegram_message_id,reply_to_message_id,message_ts,raw_text,warning_text,symbol,direction,entry_main,average_entry,stop_loss_price,take_profit_prices,entry_plan_type,entry_structure,has_averaging_plan,intents,actions,target_refs,reported_results,validation_warnings
425,INFO_ONLY,PARSED_WITH_WARNINGS,trader_a,3171748254,2481,,2026-02-17T14:44:18+00:00,"Привет, это админ! 👋
Ну что, прошла неделя с прошлого марафона, и я обязан признать очевидное:

Вы накидали нам в реакции не только сердец, но и больших пальцев (левой руки, похоже...), ладоней, кистей с шариковыми ручками и даже какой-то золотой утвари. 🏆😂
Энергии от этой расчленёнки (Петербург одобряет!😂) столько, что её точно хватит, чтобы марафоны жили дальше. 

Так что завтра, в среду, trader#A повторит забег на тех же условиях.

🏃‍♂️ Mini-марафон intraday (18.02.2026)

Время: 19:00 – 22:00 (МСК)

Условия (для тех, кто забыл):

- Торгуем быстрые интрадей-сделки. 
- Сетап - обычный интрадей, как в канале.
- Главное отличие: фиксируем 100% позиции на 1 тейке (без TP1/TP2/TP3).
- Вход всегда на 1% риска.
- Сделки публикуются по мере готовности анализа: закрылась по тейку/стопу - появляется следующая (иногда с паузой, но в рамках вечера).
- Нужно уметь быстро обращаться с биржевым терминалом... а также быть смелым, ловким, умелым - а иначе эти ""джунгли вас не позовут"". Олды поймут! 😂

Важное!

📌 Статистика по марафонам теперь будет вестись отдельно и публиковаться в конце месяца дополнительно к основной статистике trader#A.
Если будет плохой, то мелким шрифтом!😂

Всё! Я закончил.
Можете идти готовиться к марафону:
🧺 постирайте велосипедки,
🧴 натрите ляжки вазелином,
🥤 купите изотоников,
🍯 углеводных гелей в дорогу,
🧻попросите кого-нибудь встретить на финише с полотенцем 😉

И напоминаю: участвовать или просто смотреть, как потеют другие - ваш личный выбор. Это торговля и мы не можем гарантировать успех.
Но канал завтра вечером будет горячий. 🔥

#админ",llm_unavailable,,,,,,"[1.0, 2.0, 3.0]",,,,[],[],[],[],"[""llm_unavailable""]"
426,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2480,,2026-02-17T13:58:31+00:00,"[trader #A]

#среднесрок
#NEARUSDT 🐻 Шорт (вход с текущих)

Вход (2-фазный):
— Вход с текущих: 1.0583
— Усреднение: 1.0837

Стоп:
— SL: 1.1154 🛡(от A: -5.4%, от B: -2.9%)

Тейки (среднесрок, 3 цели):
— TP1: 0.9867 🎯 (от A: +6.8%, от B: +9.0%)
— TP2: 0.9433 🎯 (от A: +10.9%, от B: +13.0%)
— TP3: 0.8679 🎯 (от A: +18.0%, от B: +19.9%)",llm_unavailable,NEARUSDT,SHORT,1.0583,1.0837,1.1154,"[0.9867, 0.9433, 0.8679]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
432,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2468,,2026-02-16T19:06:59+00:00,"[trader #A]

#среднесрок
#SOLUSDT 🐻 Шорт (вход с текущих)

Вход (2-фазный):
— Вход с текущих: 84,65
— Усреднение: нет

Стоп:
— SL: 90,89 🛡(от A: -7,4%, от B: —)

Тейки (среднесрок, 3 цели):
— TP1: 78,61 🎯 (от A: +7,1%, от B: —)
— TP2: 74,61 🎯 (от A: +11,9%, от B: —)
— TP3: 70,61 🎯 (от A: +16,6%, от B: —)",llm_unavailable,SOLUSDT,SHORT,84.65,84.65,90.89,"[78.61, 74.61, 70.61]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
445,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2447,,2026-02-15T17:33:33+00:00,"[trader #A]

#интрадей
#RUNEUSDT 🐻 Шорт (вход лимиткой)

Вход (2-фазный):
— Вход лимиткой: 0,4130
— Усреднение: нет

Стоп:
— SL: 0,4181 🛡(от A: -1,2%, от B: —)

Тейки (интрадей, 3 цели):
— TP1: 0,4094 🎯 (от A: +0,9%, от B: —)
— TP2: 0,3900 🎯 (от A: +5,6%, от B: —)
— TP3: 0,3840 🎯 (от A: +7,0%, от B: —)",llm_unavailable,RUNEUSDT,SHORT,0.413,0.413,0.4181,"[0.4094, 0.39, 0.384]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
446,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2446,,2026-02-15T15:06:51+00:00,"[trader #A]

#интрадей
#TAOUSDT 🐻 Шорт (вход лимиткой)

Вход (2-фазный):
— Вход лимиткой: 188,45
— Усреднение: нет

Стоп:
— SL: 194,00 🛡(от A: -2,9%, от B: —)

Тейки (интрадей, 3 цели):
— TP1: 183,49 🎯 (от A: +2,6%, от B: —)
— TP2: 178,28 🎯 (от A: +5,4%, от B: —)
— TP3: 173,10 🎯 (от A: +8,1%, от B: —)

давно не было, давайте пробовать
фиксация 50/40/10",llm_unavailable,TAOUSDT,SHORT,188.45,188.45,194.0,"[183.49, 178.28, 173.1]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
447,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2445,,2026-02-15T14:32:41+00:00,"[trader #A]

#среднесрок
#AAVEUSDT 🐻 Шорт (вход с текущих)

Вход (2-фазный):
— Вход с текущих: 125,47
— Усреднение: нет

Стоп:
— SL: 139,17 🛡(от A: -10,9%, от B: —)

Тейки (среднесрок, 3 цели):
— TP1: 100,63 🎯 (от A: +19,8%, от B: —)
— TP2: 64,63 🎯 (от A: +48,5%, от B: —)
— TP3: 52,13 🎯 (от A: +58,5%, от B: —)",llm_unavailable,AAVEUSDT,SHORT,125.47,125.47,139.17,"[100.63, 64.63, 52.13]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
448,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2444,,2026-02-15T14:31:28+00:00,"[trader #A]

#среднесрок
#XRPUSDT 🐻 Шорт (вход с текущих)

Вход (2-фазный):
— Вход с текущих: 1,5226
— Усреднение: нет

Стоп:
— SL: 1,7447 🛡(от A: -14,6%, от B: —)

Тейки (среднесрок, 3 цели):
— TP1: 1,4189 🎯 (от A: +6,8%, от B: —)
— TP2: 0,5419 🎯 (от A: +64,4%, от B: —)
— TP3: 0,4586 🎯 (от A: +69,9%, от B: —)

не пугаемся тейкам) просто закрываем глаза и ждем))",llm_unavailable,XRPUSDT,SHORT,1.5226,1.5226,1.7447,"[1.4189, 0.5419, 0.4586]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
449,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2443,,2026-02-15T14:17:08+00:00,"[trader #A]

#среднесрок
#DOGEUSDT 🐻 Шорт (вход с текущих)

Вход (2-фазный):
— Вход с текущих: 0,1078
— Усреднение: 0,1114

Стоп:
— SL: 0,1133 🛡(от A: -5,1%, от B: -1,7%)

Тейки (среднесрок, 3 цели):
— TP1: 0,0998 🎯 (от A: +7,4%, от B: +10,4%)
— TP2: 0,0966 🎯 (от A: +10,4%, от B: +13,3%)
— TP3: 0,0878 🎯 (от A: +18,6%, от B: +21,2%)",llm_unavailable,DOGEUSDT,SHORT,0.1078,0.1114,0.1133,"[0.0998, 0.0966, 0.0878]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
460,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2425,,2026-02-14T12:03:47+00:00,"[trader #A]

#среднесрок
#BTCUSDT 🐻 Шорт (вход с текущих)

Вход (2-фазный):
— Вход с текущих: 67 887,60
— Усреднение: нет

Стоп:
— SL: 71 286,90 🛡(от A: -5,0%, от B: —)

Тейки (среднесрок):
— TP1: 61 119,40 🎯


У меня был такой сетап в загашнике, твх сейчас очень приятная. 
Можно попробовать с текущих 


В статистке вход будет с 70400",llm_unavailable,BTCUSDT,SHORT,67887.6,67887.6,71.0,[61.0],,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
467,UPDATE,PARSED_WITH_WARNINGS,trader_a,3171748254,2413,,2026-02-13T18:12:27+00:00,"Trader #A

зафиксирую все свои позиции по текущим, не будет возможности контролировать сделки

Ниже напишу результаты
PORTALUSDT - 0.2R
SAGAUSDT - 0.18R
VIRTUALUSDT -0.01R
PEOPLEUSDT - 0.24R
DOGEUSDT - 0.23R


Всем хорошего вечера и выходных",trader_a_update_missing_target; normalized_update_missing_target_ref; update without strong link; llm_unavailable,PORTALUSDT,,,,,[],,,,"[""U_CLOSE_FULL"", ""U_REPORT_FINAL_RESULT""]","[""ACT_CLOSE_FULL"", ""ACT_MARK_POSITION_CLOSED"", ""ACT_ATTACH_RESULT""]",[],"[{""r_multiple"": 0.2, ""symbol"": ""PORTALUSDT""}, {""r_multiple"": 0.18, ""symbol"": ""SAGAUSDT""}, {""r_multiple"": 0.01, ""symbol"": ""VIRTUALUSDT""}, {""r_multiple"": 0.24, ""symbol"": ""PEOPLEUSDT""}, {""r_multiple"": 0.23, ""symbol"": ""DOGEUSDT""}]","[""trader_a_update_missing_target"", ""normalized_update_missing_target_ref"", ""update without strong link"", ""llm_unavailable""]"
469,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2411,,2026-02-13T16:23:56+00:00,"[trader #A]

#среднесрок
#PORTALUSDT 🐂 Лонг (вход с текущих)

Вход (2-фазный):
— Вход с текущих: 0,01458
— Усреднение: нет

Стоп:
— SL: 0,01348 🛡(от A: -7,5%, от B: —)

Тейки (среднесрок, 3 цели):
— TP1: 0,01621 🎯 (от A: +11,2%, от B: —)
— TP2: 0,01829 🎯 (от A: +25,4%, от B: —)
— TP3: 0,02612 🎯 (от A: +79,1%, от B: —)",llm_unavailable,PORTALUSDT,LONG,0.01458,0.01458,0.01348,"[0.01621, 0.01829, 0.02612]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
475,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2405,,2026-02-13T15:21:15+00:00,"[trader #A]

#среднесрок
#SAGAUSDT 🐂 Лонг (вход с текущих)

Вход (2-фазный):
— Вход с текущих: 0,03271
— Усреднение: нет

Стоп:
— SL: 0,02960 🛡(от A: -9,5%, от B: —)

Тейки (среднесрок, 3 цели):
— TP1: 0,03777 🎯 (от A: +15,5%, от B: —)
— TP2: 0,04306 🎯 (от A: +31,6%, от B: —)
— TP3: 0,04901 🎯 (от A: +49,8%, от B: —)\",llm_unavailable,SAGAUSDT,LONG,0.03271,0.03271,0.0296,"[0.03777, 0.04306, 0.04901]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
481,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2397,,2026-02-13T12:03:05+00:00,"Trader #A

#интрадей
#COMPUSDT 🐂 Лонг (вход лимиткой)

Вход (2-фазный):
— Вход лимиткой: 15,90
— Усреднение: нет
Отмена входа: если 15m закрепится выше 17,50 без ретеста 15,90.

Стоп:
— SL: 15,50 🛡(от A: -2,5%, от B: —)

Тейки (интрадей, 3 цели):
— TP1: 16,30 🎯 (от A: +2,5%, от B: —)
— TP2: 17,50 🎯 (от A: +10,1%, от B: —)
— TP3: 18,00 🎯 (от A: +13,2%, от B: —)",llm_unavailable,COMPUSDT,LONG,15.9,15.9,15.5,"[16.3, 17.5, 18.0]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
497,INFO_ONLY,PARSED_WITH_WARNINGS,trader_a,3171748254,2375,,2026-02-12T12:19:36+00:00,"[trader #A]

хочу зафиксировать некоторые монеты, фиксация 100% по текущим отметкам

https://t.me/c/3171748254/2361
https://t.me/c/3171748254/2359
https://t.me/c/3171748254/2275
https://t.me/c/3171748254/2261

результаты в RR дополню этот пост

fart - 0.38R
ldo - 0.14R
zil - 0.32R
haedal - 0.91R",llm_unavailable,RR,,,,,[],,,,"[""U_REPORT_FINAL_RESULT""]","[""ACT_ATTACH_RESULT""]","[2361, 2359, 2275, 2261]","[{""r_multiple"": 0.38, ""symbol"": ""FART""}, {""r_multiple"": 0.14, ""symbol"": ""LDO""}, {""r_multiple"": 0.32, ""symbol"": ""ZIL""}, {""r_multiple"": 0.91, ""symbol"": ""HAEDAL""}]","[""llm_unavailable""]"
501,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2371,,2026-02-12T12:08:08+00:00,"[trader #A]

#среднесрок
#DOGEUSDT 🐂 Лонг (вход с текущих) 

Вход (2-фазный):
— Вход с текущих: 0,09384
— Усреднение: нет

Стоп:
— SL: 0,08413 🛡(от A: -10,4%, от B: —)

Тейки (среднесрок, 3 цели):
— TP1: 0,10582 🎯 (от A: +12,8%, от B: —)
— TP2: 0,11985 🎯 (от A: +27,7%, от B: —)
— TP3: 0,14707 🎯 (от A: +56,7%, от B: —)",llm_unavailable,DOGEUSDT,LONG,0.09384,0.09384,0.08413,"[0.10582, 0.11985, 0.14707]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
508,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2361,,2026-02-12T02:58:52+00:00,"[trader #A]

#среднесрок
#FARTCOINUSDT 🐂 Лонг (вход с текущих)

Вход (2-фазный):
— Вход с текущих: 0,1729
— Усреднение: 0,1665

Стоп:
— SL: 0,1517 🛡(от A: -12,3%, от B: -8,9%)

Тейки (среднесрок, 3 цели):
— TP1: 0,1971 🎯 (от A: +14,0%, от B: +18,4%)
— TP2: 0,2281 🎯 (от A: +31,9%, от B: +37,0%)
— TP3: 0,2756 🎯 (от A: +59,4%, от B: +65,5%)",llm_unavailable,FARTCOINUSDT,LONG,0.1729,0.1665,0.1517,"[0.1971, 0.2281, 0.2756]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
509,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2360,,2026-02-12T02:48:40+00:00,"[trader #A] 

#среднесрок
#PEOPLEUSDT 🐂 Лонг (вход с текущих)

Вход (2-фазный):
— Вход с текущих: 0,006509
— Усреднение: нет

Стоп:
— SL: 0,005643 🛡(от A: -13,3%, от B: —)

Тейки (среднесрок, 3 цели):
— TP1: 0,007591 🎯 (от A: +16,6%, от B: —)
— TP2: 0,008698 🎯 (от A: +33,6%, от B: —)
— TP3: 0,011071 🎯 (от A: +70,1%, от B: —)",llm_unavailable,PEOPLEUSDT,LONG,0.006509,0.006509,0.005643,"[0.007591, 0.008698, 0.011071]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
510,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2359,,2026-02-12T02:48:11+00:00,"[trader #A]

#среднесрок
#LDOUSDT 🐂 Лонг (вход с текущих)

Вход (2-фазный):
— Вход с текущих: 0,3319
— Усреднение: 0,3226

Стоп:
— SL: 0,2943 🛡(от A: -11,3%, от B: -8,8%)

Тейки (среднесрок, 3 цели):
— TP1: 0,3609 🎯 (от A: +8,7%, от B: +11,9%)
— TP2: 0,4111 🎯 (от A: +23,9%, от B: +27,4%)
— TP3: 0,4947 🎯 (от A: +49,1%, от B: +53,3%)",llm_unavailable,LDOUSDT,LONG,0.3319,0.3226,0.2943,"[0.3609, 0.4111, 0.4947]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
520,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2348,,2026-02-11T19:59:56+00:00,"[trader #A]

#среднесрок
#LINKUSDT 🐻 Шорт (вход лимиткой)

Вход (2-фазный):
— Вход лимиткой: 8,95
— Усреднение: нет

Стоп:
— SL: 9,48 🛡(от A: -5,92%, от B: —)

Тейки (среднесрок, 3 цели):
— TP1: 8,30 🎯 (от A: +7,26%, от B: —)
— TP2: 7,50 🎯 (от A: +16,20%, от B: —)
— TP3: 7,10 🎯 (от A: +20,67%, от B: —)",llm_unavailable,LINKUSDT,SHORT,8.95,8.95,9.48,"[8.3, 7.5, 7.1]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
522,INFO_ONLY,PARSED_WITH_WARNINGS,trader_a,3171748254,2346,,2026-02-11T19:28:16+00:00,"Фух...я даже немного вспотел от волнения!😅

Болел за этого добряка (trader #A), как за Илью Малинина в короткой программе...🥳

Завтра посчитаемся окончательно, но, скажу по секрету, это уже лучше, чем торговля трейдера#4 за всю его жизнь у нас в канале! 🤣
Без негатива.

#админ",llm_unavailable,,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
523,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,2345,,2026-02-11T19:14:10+00:00,"Trader #A

финальная сделка марафона
все сделки остаются в работе, утром посмотрим какой будет результат

всем спасибо и хорошего вечера",llm_unavailable,,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
525,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2342,,2026-02-11T18:50:10+00:00,"[trader #A]

#интрадей
#APEUSDT 🐂 Лонг (вход лимиткой)

Вход (2-фазный):
— Вход лимиткой: 0,12300
— Усреднение: нет
Отмена входа: если цена уходит выше 0,12500 без ретеста 0,12300

Стоп:
— SL: 0,12144 🛡(от A: -1,3%, от B: —)

Тейки (интрадей, 3 цели):
— TP1: 0,12440 🎯 (от A: +1,1%, от B: —)",llm_unavailable,APEUSDT,LONG,0.123,0.123,0.12144,[0.1244],,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
533,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,2334,,2026-02-11T16:58:00+00:00,"trader #A

пока ждем",llm_unavailable,,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
545,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,2322,,2026-02-11T16:00:27+00:00,"trader #A

Начинаем марафон, ожидайте сделки",llm_unavailable,,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
569,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2294,,2026-02-11T04:18:01+00:00,"[trader #A]

#интрадей
#ARUSDT 🐻 Шорт (вход лимиткой)

Вход (2-фазный):
— Вход лимиткой: 1,83
— Усреднение: нет

Стоп:
— SL: 1,85 🛡(от A: -1,1%, от B: —)

Тейки (интрадей, 3 цели):
— TP1: 1,81 🎯 (от A: +1,1%, от B: —)

прорепетируем одной сделкой вечерний марафон",llm_unavailable,ARUSDT,SHORT,1.83,1.83,1.85,[1.81],,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
574,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2287,,2026-02-10T19:37:45+00:00,"[trader #A]

#интрадей
#FARTCOINUSDT 🐻 Шорт (вход лимиткой)

Вход (2-фазный):
— Вход A: 0.1882
— Вход B (усреднение/добор): 0.1900 

Стоп:
— SL: 0.1950 🛡 (от A: -3.6%, от B: -2.6%)

Тейки (интрадей, 3 цели):
— TP1: 0.1825 🎯 (от A: +3.0%, от B: +3.9%)
— TP2: 0.1750 🎯 (от A: +7.0%, от B: +7.9%)
— TP3: 0.1680 🎯 (от A: +10.7%, от B: +11.6%)",llm_unavailable,FARTCOINUSDT,SHORT,0.1882,0.19,0.195,"[0.1825, 0.175, 0.168]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
579,INFO_ONLY,PARSED_WITH_WARNINGS,trader_a,3171748254,2280,,2026-02-10T13:22:17+00:00,"Всем привет, это админ! 👋

Залетаю с анонсом 😉
Завтра вечером trader#A готов устроить в канале мини-марафон по интрадей-сделкам (тот самый формат “вошли - вышли, приключение на 20 минут”)😅.
Время: с 19:00 до 22:00 (МСК)
Условие запуска: если под этим постом собираем 200+ реакций - делаем. 
Если нет - значит, «Вы не готовы все! Я на вас сейчас всех смотрю - вы не готовы!» без марафонов пока.😉

Что будет по правилам?
Торгуем быстрые сделки. Хотя, в конечном итоге, всё зависит от рынка.
Сетапы - как обычный интрадей (формат ниже).
Ключевое отличие: фиксируем 100% позиции на 1 тейке.
Вход всегда на 1% от депо.
Нужны быстрые пальцы: если не знаете, какие у вас - спросите жену. 😂

Как будет идти поток?
Сделки публикуются по мере завершения анализа.
Как только сделка закрылась по тейку или стопу - выходит следующая (возможно не мгновенно, но нужно быть готовым).
Так что если хотите участвовать нормально - держите внимание на канале примерно с 19:00 до 22:00 (МСК).

Пример сетапа (как это выглядит):
#интрадей
#SXTUSDT 🐂 Лонг (вход лимиткой)
Вход (2-фазный):
— Вход лимиткой: 0,02331
— Усреднение: нет
Отмена входа: если 15m закреп ниже 0,02322 (PDL)
Стоп:
— SL: 0,02298 🛡(от A: -1,4%, от B: —)
Тейки (интрадей, 3 цели):
— TP1: 0,02363 🎯 (от A: +1,4%, от B: —)
— TP2: 0,02378 🎯 (от A: +2,0%, от B: —)
— TP3: 0,02402 🎯 (от A: +3,0%, от B: —)


🔷 В марафоне будет проще: один тейк - 100% фиксация.
Ну что, тряхнём ордерами?

Жду 200+ реакций под постом - и завтра вечером летим. 🚀

⚠️ Дисклеймер: это экспериментальный формат, и 100% успеха мы не гарантируем - это всё ещё рынок и он умеет всякое.
Можно вообще просто понаблюдать со стороны - это нормально и бесплатно. 
Я вот, честно, сам так и сделаю. 🍿
Для остальных - это шанс резко встать из-за стола за завтрашним ужином и сказать: «Рынок зовёт!»
+15 к крутизне и −10 к мытью посуды вам обеспечены. 😂

#админ",llm_unavailable,SXTUSDT,,,,0.02298,"[0.02363, 0.02378, 0.02402]",,,,[],[],[],[],"[""llm_unavailable""]"
582,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2275,,2026-02-10T07:16:31+00:00,"[trader #A]

#среднесрок
#ZILUSDT 🐂 Лонг (вход с текущих)

Вход (2-фазный):
— Вход с текущих: 0,004163
— Усреднение: 0,003909

Стоп:
— SL: 0,003334 🛡(от A: -19,9%, от B: -14,7%)

Тейки (среднесрок, 3 цели):
— TP1: 0,005015 🎯 (от A: +20,5%, от B: +28,3%)
— TP2: 0,006331 🎯 (от A: +52,1%, от B: +62,0%)
— TP3: 0,009488 🎯 (от A: +127,9%, от B: +142,7%)

Вход не более 1–1,5% от депозита

монструозная сделка...",llm_unavailable,ZILUSDT,LONG,0.004163,0.003909,0.003334,"[0.005015, 0.006331, 0.009488]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
587,UPDATE,PARSED_WITH_WARNINGS,trader_a,3171748254,2266,,2026-02-09T16:50:50+00:00,"[trader #A]

https://t.me/c/3171748254/2243
https://t.me/c/3171748254/2242
https://t.me/c/3171748254/2222
https://t.me/c/3171748254/2221

давайте по этим сигналам пока уберем лимитки

буду следить за ними, может позже вернем",llm_unavailable,,,,,,[],,,,"[""U_CANCEL_PENDING_ORDERS""]","[""ACT_CANCEL_ALL_PENDING_ENTRIES""]","[2243, 2242, 2222, 2221]",[],"[""llm_unavailable""]"
592,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2261,,2026-02-09T14:51:55+00:00,"[trader #A]

#среднесрок
#HAEDALUSDT 🐂 Лонг (вход лимиткой)

Вход (2-фазный):
— Вход лимиткой: 0,0266
— Усреднение: 0,0257
Отмена входа: 4H закрытие ниже 0,0254

Стоп:
— SL: 0,0241 🛡(от A: -9,4%, от B: -6,2%)

Тейки (среднесрок, 3 цели):
— TP1: 0,0338 🎯 (от A: +27,1%, от B: +31,5%)
— TP2: 0,0372 🎯 (от A: +39,8%, от B: +44,7%)
— TP3: 0,0407 🎯 (от A: +53,0%, от B: +58,4%)


цена сейчас ниже чем в сетапе, можно зайти с текущих",llm_unavailable,HAEDALUSDT,LONG,0.0266,0.0257,0.0241,"[0.0338, 0.0372, 0.0407]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
594,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2256,,2026-02-09T07:20:14+00:00,"[trader #A]

#среднесрок
#BTCUSDT 🐂 Лонг (вход с текущих)


Вход (2-фазный):
— Вход с текущих: 70 606.30
— Усреднение: нет

Стоп:
— SL: 66 668.10 🛡(от A: -5.6%, от B: —)

Тейки (среднесрок, 3 цели):
— TP1: 78 236.30 🎯 (от A: +10.8%, от B: —)
— TP2: 84 335.30 🎯 (от A: +19.4%, от B: —)
— TP3: 93 935.20 🎯 (от A: +33.1%, от B: —)

Спот (цель по 1W-ТФ):
— Цель: 95 366.10 💫 (от A: +35.1%)",llm_unavailable,BTCUSDT,LONG,70606.3,70606.3,66.0,"[78.0, 84.0, 93.0]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
602,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2243,,2026-02-08T12:03:18+00:00,"[trader #A]

#среднесрок
#ASTERUSDT 🐂 Лонг (вход лимиткой)

Вход (2-фазный):
— Вход лимиткой: 0,5882
— Усреднение: 0,5594
Отмена входа: если 1D закроется ниже 0,5556 до исполнения

Стоп:
— SL: 0,5003 🛡(от A: -14,9%, от B: -10,6%)

Тейки (среднесрок, 3 цели):
— TP1: 0,6891 🎯 (от A: +17,2%, от B: +23,2%)
— TP2: 0,8279 🎯 (от A: +40,8%, от B: +48,0%)
— TP3: 1,0437 🎯 (от A: +77,4%, от B: +86,6%)",llm_unavailable,ASTERUSDT,LONG,0.5882,0.5594,0.5003,"[0.6891, 0.8279, 1.0437]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
603,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2242,,2026-02-08T11:49:42+00:00,"[trader #A]

#среднесрок
#FARTCOINUSDT 🐻 Шорт (вход лимиткой)

Вход (2-фазный):
— Вход лимиткой: 0,2287
— Усреднение: 0,2407
Отмена входа: 4H закрытие выше 0,2531

Стоп:
— SL: 0,2531 🛡(от A: -10,7%, от B: -5,2%)

Тейки (среднесрок, 3 цели):
— TP1: 0,1992 🎯 (от A: +12,9%, от B: +17,2%)
— TP2: 0,1697 🎯 (от A: +25,8%, от B: +29,5%)
— TP3: 0,1563 🎯 (от A: +31,7%, от B: +35,1%)

Вход не более 1-2% от депозита",llm_unavailable,FARTCOINUSDT,SHORT,0.2287,0.2407,0.2531,"[0.1992, 0.1697, 0.1563]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
606,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2234,,2026-02-07T17:40:37+00:00,"[trader #A]

#среднесрок
#VIRTUALUSDT 🐂 Лонг (вход с текущих)

Вход (2-фазный):
— Вход с текущих: 0.5923
— Усреднение: 0.5543

Стоп:
— SL: 0.5141 🛡(от A: -13,2%, от B: -7,3%)

Тейки (среднесрок, 3 цели):
— TP1: 0.6713 🎯 (от A: +13,3%, от B: +21,1%)
— TP2: 0.7176 🎯 (от A: +21,2%, от B: +29,5%)
— TP3: 0.9457 🎯 (от A: +59,7%, от B: +70,6%)",llm_unavailable,VIRTUALUSDT,LONG,0.5923,0.5543,0.5141,"[0.6713, 0.7176, 0.9457]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
