raw_message_id,message_type,parse_status,resolved_trader_id,source_chat_id,telegram_message_id,reply_to_message_id,message_ts,raw_text,warning_text,symbol,direction,entry_main,average_entry,stop_loss_price,take_profit_prices,entry_plan_type,entry_structure,has_averaging_plan,intents,actions,target_refs,reported_results,validation_warnings
523,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,2345,,2026-02-11T19:14:10+00:00,"Trader #A

финальная сделка марафона
все сделки остаются в работе, утром посмотрим какой будет результат

всем спасибо и хорошего вечера",llm_unavailable,,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
533,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,2334,,2026-02-11T16:58:00+00:00,"trader #A

пока ждем",llm_unavailable,,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
545,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,2322,,2026-02-11T16:00:27+00:00,"trader #A

Начинаем марафон, ожидайте сделки",llm_unavailable,,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
657,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,2165,,2026-02-05T12:28:18+00:00,"[trader #A]

#интрадей
#LINK 🐻 Шорт (вход лимиткой)

Вход (2-фазный):
— Вход лимиткой: 9,05
— Усреднение: нет

Стоп:
— SL: 9,25 🛡(от A: -2,2%, от B: —)

Тейки (интрадей, 3 цели):
— TP1: 8,94 🎯 (от A: +1,2%, от B: —)
— TP2: 8,72 🎯 (от A: +3,6%, от B: —)
— TP3: 8,55 🎯 (от A: +5,5%, от B: —)

Вход не более 1% от депозита",llm_unavailable,LINK,,,,9.25,"[8.94, 8.72, 8.55]",,,,[],[],[],[],"[""llm_unavailable""]"
913,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,1724,,2026-01-17T08:42:15+00:00,"[trader#A]


#среднесрок #ILVUSDT 🐂 Лонг (вход с текущих)

""sl"": 6.258


полная информация через несколько минут",llm_unavailable,ILVUSDT,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
914,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,1723,,2026-01-17T08:38:16+00:00,"[trader#A]

#среднесрок #APEUSDT 🐂 Лонг (вход с текущих)
""sl"": 0.20553

полная информация через несколько минут",llm_unavailable,APEUSDT,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
942,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,1684,,2026-01-16T05:05:45+00:00,"[trader#A]

#среднесрок #MOVRUSDT 🐻 Шорт (вход с текущих)

""sl"": 2.676,

полная информация чуть позже",llm_unavailable,MOVRUSDT,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
1018,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,1590,,2026-01-13T16:55:18+00:00,"[trader#A]

TLM лонг с текущих.
Остальные данные чуть позже

финальная от меня",llm_unavailable,TLM,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
1020,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,1588,,2026-01-13T16:53:01+00:00,"[trader#A]

STORJ лонг с текущих.
Остальные данные чуть позже",llm_unavailable,STORJ,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
1021,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,1587,,2026-01-13T16:50:02+00:00,"[trader#A]

KAS лонг с текущих.
Остальные данные чуть позже",llm_unavailable,KAS,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
1022,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,1586,,2026-01-13T16:46:44+00:00,"[trader#A]

HOOK лонг с текущих.
Остальные данные чуть позже",llm_unavailable,HOOK,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
1249,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,1245,,2025-12-28T08:51:06+00:00,"[trader#A]

MANA - https://t.me/c/3171748254/1083
SOL - https://t.me/c/3171748254/1159
LINK - https://t.me/c/3171748254/1160
SUI - https://t.me/c/3171748254/1168

Должны остаться в работе. Ближе к вечеру гляну, что можно открыть",llm_unavailable,MANA,,,,,[],,,,[],[],"[1083, 1159, 1160, 1168]",[],"[""llm_unavailable""]"
1321,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,1133,,2025-12-22T12:13:46+00:00,"[trader#A]

PEOPLE - https://t.me/c/3171748254/1034 
SXP - https://t.me/c/3171748254/1036 
QTUM - https://t.me/c/3171748254/1038 
HYPE - https://t.me/c/3171748254/1044
JTO - https://t.me/c/3171748254/1081
MANA - https://t.me/c/3171748254/1083


Эти сделки продолжаю держать",llm_unavailable,PEOPLE,,,,,[],,,,[],[],"[1034, 1036, 1038, 1044, 1081, 1083]",[],"[""llm_unavailable""]"
1380,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,1053,,2025-12-19T12:20:57+00:00,"[trader#A]

XRP - https://t.me/c/3171748254/1015
ADA - https://t.me/c/3171748254/1017

А давайте их прикроем, пока они рядом с ТВХ",llm_unavailable,XRP,,,,,[],,,,[],[],"[1015, 1017]",[],"[""llm_unavailable""]"
1492,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,904,,2025-12-11T03:56:21+00:00,"[trader#A]


XRP - https://t.me/c/3171748254/822 3.94% прибыли
ENA - https://t.me/c/3171748254/856 убыток 9.32
LDO - https://t.me/c/3171748254/861 прибыль 4.2% 
SHIB - https://t.me/c/3171748254/870 прибыль 3.4%

Эти монеты закрываю по текущим, так как нет времени за ними следить

Встретимся в воскресенье

p.s. проценты указал без учета усреднения. кто выставлял лимитки на усреднение - у вас прибыль по шортам будет больше, убыток по ENA перекроется существеннее",llm_unavailable,XRP,,,,,[],,,,"[""U_CLOSE_FULL""]","[""ACT_CLOSE_FULL"", ""ACT_MARK_POSITION_CLOSED""]","[822, 856, 861, 870]",[],"[""llm_unavailable""]"
1510,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,873,,2025-12-09T10:47:29+00:00,"[trader#A]

Всем привет!

Продолжаем удерживать шорты
модель пока не хочет лонговать, поэтому полностью отдаемся шортам

CAKE - https://t.me/c/3171748254/805
1INCH - https://t.me/c/3171748254/817
ZETA - https://t.me/c/3171748254/819
XRP - https://t.me/c/3171748254/822 (взяли лимитку)
ENA - https://t.me/c/3171748254/856 (спорный лонг, но держим)
LDO - https://t.me/c/3171748254/861
SHIB - https://t.me/c/3171748254/870",llm_unavailable,CAKE,,,,,[],,,,[],[],"[805, 817, 819, 822, 856, 861, 870]",[],"[""llm_unavailable""]"
1609,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,748,,2025-12-02T08:14:51+00:00,"[trader#A]

за ноябрь осталось два сигнала, которые еще не взяли, минимум, 1 тейк или стоп:
1. https://t.me/c/3171748254/686 p.s. стоп был, почему-то установил у себя другой стоп... -10.3%, но так как вход был на 0.3%, минус не должен был быть сильно неприятным
2. https://t.me/c/3171748254/569",llm_unavailable,,,,,,[],,,,"[""U_TP_HIT""]","[""ACT_MARK_TP_HIT""]","[686, 569]",[],"[""llm_unavailable""]"
1656,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,686,,2025-11-30T12:48:17+00:00,"[trader#A]

🎈MLNUSDT 

Вход (spot): 5.83000000
Стоп:       5.22821429  (−10.3%)

🎯 Тейки:
— TP1: 7.28750000  (+25.0%, ~2.4R)
— TP2: 8.74500000  (+50.0%, ~4.8R)
— TP3: 11.66000000  (+100.0%, ~9.7R)

Экспериментальная сделка. Вход не более 0.3% от депозита. 

Исключительно спот",llm_unavailable,MLNUSDT,,,,,"[7.2875, 8.745, 11.66]",,,,[],[],[],[],"[""llm_unavailable""]"
1698,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,612,,2025-11-25T19:28:19+00:00,"[trader#A]

Все лонги закрываю на текущих отметках, не нравится рынок.",llm_unavailable,,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
1739,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,536,527,2025-11-23T05:45:46+00:00,"[trader#A]

Давайте стоп поставим на точку входа, точнее немного выше, чтобы отбить комиссию, 1 тейк должны сегодня забрать

p.s. если возьмет стоп, значит чуть ниже перезайдем",llm_unavailable,,,,,,[],,,,"[""U_TP_HIT""]","[""ACT_MARK_TP_HIT""]",[527],[],"[""llm_unavailable""]"
1748,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,520,,2025-11-21T17:19:42+00:00,"[trader#A]

#POPCAT 🐂 Лонг (вход с текущих)

Входы:
— Вход с текущих: 0.09538
— Усреднение: 0.09142

Стоп:
— SL: 0.08157 🛡

Тейки:
— TP1: 0.10293 🎯 (от A: +7.9%, от B: +12.6%)
— TP2: 0.11837 🎯 (от A: +24.1%, от B: +29.5%)
— TP3: 0.13714 🎯 (от A: +43.7%, от B: +50.0%)

Спот:
— Цель: 0.17329 💫 (от A: +81.6%)",llm_unavailable,POPCAT,,,,0.08157,"[0.10293, 0.11837, 0.13714]",,,,[],[],[],[],"[""llm_unavailable""]"
1749,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,519,,2025-11-21T17:13:29+00:00,"[trader#A]



#LDO 🐂 Лонг (вход с текущих)

2-фазный вход:
— Вход с текущих: 0.6243
— Усреднение: 0.5978

Стоп:
— SL: 0.5627 🛡

Тейки:
— TP1: 0.6819 🎯 (от A: +9.2%, от B: +14.0%)
— TP2: 0.7207 🎯 (от A: +15.4%, от B: +20.5%)
— TP3: 0.8259 🎯 (от A: +32.3%, от B: +38.2%)

Спот (1W цель):
— Цель: 0.9534 💫 (от A: +52.7%)",llm_unavailable,LDO,,,,0.5627,"[0.6819, 0.7207, 0.8259]",,,,[],[],[],[],"[""llm_unavailable""]"
1750,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,518,,2025-11-21T17:07:15+00:00,"[trader#A]

#ENA 🐂 Лонг (вход с текущих)


Вход (2-фазный):
— Вход с текущих: 0.2436
— Усреднение: 0.2311


Стоп:
— SL: 0.2189 🛡


Тейки (среднесрок, 3 цели):
— TP1: 0.2684 🎯 (от A: +10.2%, от B: +16.1%)
— TP2: 0.3027 🎯 (от A: +24.3%, от B: +31.0%)
— TP3: 0.3479 🎯 (от A: +42.8%, от B: +50.5%)


Спот (цель по 1W-ТФ):
— Цель: 0.6437 💫 (от A: +164.2%)",llm_unavailable,ENA,,,,0.2189,"[0.2684, 0.3027, 0.3479]",,,,[],[],[],[],"[""llm_unavailable""]"
1753,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,514,496,2025-11-21T13:54:06+00:00,"[trader#A]

Увы стоп. Была надежда на отскок. Но учитывая вход на 0.3% от депозита, то убыток хоть и не приятный, но не такой уж и большой, как мог быть",llm_unavailable,,,,,,[],,,,[],[],[496],[],"[""llm_unavailable""]"
1757,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,498,485,2025-11-21T07:37:43+00:00,"[trader#A]

2 тейк. Поздравляю",llm_unavailable,,,,,,[],,,,[],[],[485],[],"[""llm_unavailable""]"
1758,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,497,484,2025-11-21T07:37:07+00:00,"[trader#A]

2 тейк. Поздравляю",llm_unavailable,,,,,,[],,,,[],[],[484],[],"[""llm_unavailable""]"
1762,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,493,485,2025-11-20T17:19:10+00:00,"[trader#A]

1 тейк. поздравляю

хоть немного минуса прикрыли

по шортам стоп на точку входа",llm_unavailable,,,,,,[],,,,"[""U_TP_HIT""]","[""ACT_MARK_TP_HIT""]",[485],[],"[""llm_unavailable""]"
1763,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,492,484,2025-11-20T17:07:54+00:00,"[trader#A]

1 тейк. поздравляю",llm_unavailable,,,,,,[],,,,"[""U_TP_HIT""]","[""ACT_MARK_TP_HIT""]",[484],[],"[""llm_unavailable""]"
1764,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,490,418,2025-11-20T16:00:58+00:00,"[trader#A]

закрываю. не приятный минус",llm_unavailable,,,,,,[],,,,"[""U_CLOSE_FULL""]","[""ACT_CLOSE_FULL"", ""ACT_MARK_POSITION_CLOSED""]",[418],[],"[""llm_unavailable""]"
1765,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,489,452,2025-11-20T15:59:25+00:00,"[trader#A]

закрываю по текущим на точке входа",llm_unavailable,,,,,,[],,,,"[""U_CLOSE_FULL""]","[""ACT_CLOSE_FULL"", ""ACT_MARK_POSITION_CLOSED""]",[452],[],"[""llm_unavailable""]"
1766,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,488,470,2025-11-20T15:59:03+00:00,"[trader#A]

закрываю по текущим. чуть меньше 1% прибыли",llm_unavailable,,,,,,[],,,,"[""U_CLOSE_FULL""]","[""ACT_CLOSE_FULL"", ""ACT_MARK_POSITION_CLOSED""]",[470],[],"[""llm_unavailable""]"
1767,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,487,450,2025-11-20T15:57:07+00:00,"[trader#A]

закрываю в убыток 3%",llm_unavailable,,,,,,[],,,,"[""U_CLOSE_FULL""]","[""ACT_CLOSE_FULL"", ""ACT_MARK_POSITION_CLOSED""]",[450],[],"[""llm_unavailable""]"
1768,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,486,439,2025-11-20T15:56:35+00:00,"[trader#A]

закрываю в убыток. -1.5%",llm_unavailable,,,,,,[],,,,"[""U_CLOSE_FULL""]","[""ACT_CLOSE_FULL"", ""ACT_MARK_POSITION_CLOSED""]",[439],[],"[""llm_unavailable""]"
1771,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,483,478,2025-11-20T13:29:58+00:00,"[trader#A]

1 тейк, стоп на точку входа

поздравляю",llm_unavailable,,,,,,[],,,,"[""U_TP_HIT""]","[""ACT_MARK_TP_HIT""]",[478],[],"[""llm_unavailable""]"
1773,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,477,444,2025-11-20T08:33:36+00:00,"[trader#A]


убираю 2 и 3 тейк, добавлю тейк спота, чтобы получить красивый pnl и немного заработать

стоп поставить обязательно чуть выше точки входа",llm_unavailable,,,,,,[],,,,[],[],[444],[],"[""llm_unavailable""]"
1779,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,469,444,2025-11-20T02:21:36+00:00,"[trader#A]

1 тейк.

Поздравляю",llm_unavailable,,,,,,[],,,,"[""U_TP_HIT""]","[""ACT_MARK_TP_HIT""]",[444],[],"[""llm_unavailable""]"
1799,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,443,200,2025-11-18T09:42:02+00:00,"[trader#A]


2 тейк 
29%  чистыми

поздравляю",llm_unavailable,,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
1808,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,432,391,2025-11-18T03:59:25+00:00,"[trader#A]

Очень не приятный стоп.",llm_unavailable,,,,,,[],,,,[],[],[391],[],"[""llm_unavailable""]"
1810,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,425,417,2025-11-17T19:02:00+00:00,"[trader#A]

Так, тут тейк. 8.8%

Поздравляю. Стоп на точку входа",llm_unavailable,,,,,,[],,,,[],[],[417],[],"[""llm_unavailable""]"
1823,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,407,,2025-11-16T18:08:28+00:00,"[trader#A]

https://t.me/c/3171748254/379

https://t.me/c/3171748254/290

Вот по этим шортам стоп должен стоять в безубытке",llm_unavailable,,,,,,[],,,,[],[],"[379, 290]",[],"[""llm_unavailable""]"
1824,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,406,,2025-11-16T18:00:37+00:00,"[trader#A]


По всем моим оставшимся шортам нужно перевести стоп в безубыток, обязательно",trader_a_ambiguous_update_without_target; llm_unavailable,,,,,,[],,,,"[""U_MOVE_STOP_TO_BE"", ""U_MOVE_STOP""]","[""ACT_MOVE_STOP_LOSS""]",[],[],"[""trader_a_ambiguous_update_without_target"", ""llm_unavailable""]"
1829,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,398,391,2025-11-16T11:09:33+00:00,"[trader#A]

Взяли лимитку.

Моя средняя 0.2265

Стоп ставим обязательно. На 1 тейке, рекомендация, закрывать 80% позиции, касается всех сетапов, которые публикую. 

Оставшуюся часть позиции тянуть по остальным тейкам. 

При взятии 1 тейка, всегда, стоп переводим в безубыток, т.е. ставим чуть выше точки входа",llm_unavailable,,,,,,[],,,,"[""U_TP_HIT""]","[""ACT_MARK_TP_HIT""]",[391],[],"[""llm_unavailable""]"
1830,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,395,200,2025-11-16T10:07:25+00:00,"[trader#A]

Очередной тейк. Чистыми 19% 

Поздравляю, стоп переводим в бу, лимитку убираем, очень жаль, что ее не взяли.",llm_unavailable,,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
1834,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,390,385,2025-11-16T03:13:52+00:00,"[trader#A]

Все тейки, сделка закрыта",llm_unavailable,,,,,,[],,,,[],[],[385],[],"[""llm_unavailable""]"
1842,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,382,338,2025-11-15T13:54:32+00:00,"[trader#A]

К сожалению стоп. С учетом усреднения -11%

Но самое обидное, что монета развернулась и идет в шорт

Заходить повторно не будем.

Всегда говорю, что стоп это защита от ликвидации",llm_unavailable,,,,,,[],,,,[],[],[338],[],"[""llm_unavailable""]"
1849,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,373,312,2025-11-15T04:23:54+00:00,"[trader#A]

1 тейк! 

Забрали 10,5% процента

Стоп на точку входа, лимитку убираем.

Поздравляю!",llm_unavailable,,,,,,[],,,,"[""U_TP_HIT""]","[""ACT_MARK_TP_HIT""]",[312],[],"[""llm_unavailable""]"
1861,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,361,304,2025-11-14T12:58:21+00:00,"[trader#A]

2 тейк

уже 8% чистого движения

Поздравляю!",llm_unavailable,,,,,,[],,,,[],[],[304],[],"[""llm_unavailable""]"
1870,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,351,,2025-11-14T05:08:07+00:00,"[trader#A]


Скорее всего сделаем перерыв по сделкам на пару дней. Биток уже в зоне разворота, а так как ллмка торгует по тренду и тренд локально медвежий, он будет давать только шорт. С очень плохим RR. Поэтому, лучше переждем.

Итак в работе 4 сделки. Wif, Ltc, hype и лонг aster",llm_unavailable,RR,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
1877,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,344,311,2025-11-13T20:36:02+00:00,"[trader#A]

Закрываю сделку у первого тейка, заработали 6%

Поздравляю!",llm_unavailable,,,,,,[],,,,"[""U_CLOSE_FULL""]","[""ACT_CLOSE_FULL"", ""ACT_MARK_POSITION_CLOSED""]",[311],[],"[""llm_unavailable""]"
1881,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,340,304,2025-11-13T20:09:05+00:00,"[trader#A]

1 тейк!

Поздравляю, заработали 5.5%

Стоп на точку входа. Лимитку на усреднение убираем",llm_unavailable,,,,,,[],,,,"[""U_TP_HIT""]","[""ACT_MARK_TP_HIT""]",[304],[],"[""llm_unavailable""]"
1889,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,332,309,2025-11-13T18:12:35+00:00,"[trader#A]

1 тейк!

Поздравляю! Заработали чистыми 4.38%, а кто усреднял, около 6.5%

Стоп на точку входа, обязательно!",llm_unavailable,,,,,,[],,,,"[""U_TP_HIT""]","[""ACT_MARK_TP_HIT""]",[309],[],"[""llm_unavailable""]"
1895,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,326,310,2025-11-13T16:27:34+00:00,"[trader#A]

тут был стоп, убыток -2.5%

весь день уделил внимание этому стопу, нашел ошибку, в дальнейшем не должна повториться",llm_unavailable,,,,,,[],,,,[],[],[310],[],"[""llm_unavailable""]"
1917,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,301,286,2025-11-12T13:51:57+00:00,"[trader#A]

1 тейк!
Поздравляю, заработали 2.4% чистого движения

Стоп обязательно на точку входа и убираем лимтку на усреднение",llm_unavailable,,,,,,[],,,,"[""U_TP_HIT""]","[""ACT_MARK_TP_HIT""]",[286],[],"[""llm_unavailable""]"
1925,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,293,,2025-11-12T09:23:49+00:00,"[trader#A]

ORDIUSDT.P — ЛОНГ (вход с текущих)
• Вход: 5.0113 (anti)
• Усреднение: 4.7291 (~0.8×ATR(4H) ниже)
• Стоп: 4.4913 (ниже 4H свинга; стоп ~10%)
• TPs:
— 5.8613 (+17.0%, ~1.63R)
— 6.3269 (+26.3%, ~2.53R)
— 7.2469 (+44.6%, ~4.30R)
— 7.9369 (+58.4%, ~5.63R)
— 8.7869 (+75.3%, ~7.26R)",llm_unavailable,ORDIUSDT,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
1929,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,289,282,2025-11-12T06:58:20+00:00,"[trader#A]

К сожалению стоп - 4.8%",llm_unavailable,,,,,,[],,,,[],[],[282],[],"[""llm_unavailable""]"
1933,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,285,,2025-11-12T06:24:22+00:00,"[trader#A]

https://t.me/c/3171748254/265
https://t.me/c/3171748254/266

по этим сетапам стоп нужно обязательно поставить на точку входа и убрать все лимитные ордера",llm_unavailable,,,,,,[],,,,[],[],"[265, 266]",[],"[""llm_unavailable""]"
